Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details
key;;FOR LOCKS;A1;noun;homes and buildings;Details
house;;;A1;noun;homes and buildings;Details
garden;;LAND;A1;noun;homes and buildings;Details
door;;;A1;noun;homes and buildings;Details
desk;;;A1;noun;homes and buildings;Details
bookcase;;;A1;noun;homes and buildings;Details
live in/at, etc.;;;A1;phrase;homes and buildings;Details
couch;;;A2;;homes and buildings;Details
apartment building;;;A2;noun;homes and buildings;Details
elevator;;;A2;noun;homes and buildings;Details
apartment;;;A2;noun;homes and buildings;Details
armchair;;;A2;noun;homes and buildings;Details
blanket;;FOR BED;A2;noun;homes and buildings;Details
bookshelf;;;A2;noun;homes and buildings;Details
cabinet;;;A2;noun;homes and buildings;Details
castle;;;A2;noun;homes and buildings;Details
ceiling;;ROOM;A2;noun;homes and buildings;Details
center;;PLACE;A2;noun;homes and buildings;Details
curtain;;;A2;noun;homes and buildings;Details
drawer;;;A2;noun;homes and buildings;Details
entrance;;DOOR;A2;noun;homes and buildings;Details
exit;;WAY OUT;A2;noun;homes and buildings;Details
garage;;BUILDING;A2;noun;homes and buildings;Details
gate;;STRUCTURE;A2;noun;homes and buildings;Details
hall;;BUILDING;A2;noun;homes and buildings;Details
lamp;;;A2;noun;homes and buildings;Details
library;;;A2;noun;homes and buildings;Details
mirror;;;A2;noun;homes and buildings;Details
office;;MEDICAL;A2;noun;homes and buildings;Details
pillow;;FOR BED;A2;noun;homes and buildings;Details
post office;;;A2;noun;homes and buildings;Details
restroom;;;A2;noun;homes and buildings;Details
roof;;;A2;noun;homes and buildings;Details
seat;;SIT;A2;noun;homes and buildings;Details
shelf;;;A2;noun;homes and buildings;Details
sink;;;A2;noun;homes and buildings;Details
sofa;;;A2;noun;homes and buildings;Details
towel;;FOR DRYING;A2;noun;homes and buildings;Details
washing machine;;;A2;noun;homes and buildings;Details
yard;;AREA;A2;noun;homes and buildings;Details
furniture;;;A2;noun;homes and buildings;Details
heat;;;A2;noun;homes and buildings;Details
carpet;;;A2;noun;homes and buildings;Details
stairs;;;A2;noun;homes and buildings;Details
cathedral;;;A2;noun;homes and buildings;Details
church;;;A2;noun;homes and buildings;Details
mosque;;;A2;noun;homes and buildings;Details
downstairs;;;A2;adverb;homes and buildings;Details
upstairs;;;A2;adverb;homes and buildings;Details
money;;;A1;noun;money;Details
poor;;NO MONEY;A1;adjective;money;Details
bank;;MONEY;A1;noun;money;Details
dollar;;;A1;noun;money;Details
banking;;MONEY MANAGEMENT;A2;noun;money;Details
cent;;;A2;noun;money;Details
euro;;;A2;noun;money;Details
wallet;;;A2;noun;money;Details
cash;;NOTES/COINS;A2;noun;money;Details
borrow;;GET;A2;verb;money;Details
rent;;PAY TO USE;A2;verb;money;Details
free;;NO COST;A2;adjective;money;Details
rich;;MONEY;A2;adjective;money;Details
grass;o't;;A1;noun;natural world;Details
it rains/it is raining;yomg'ir yog'yapti;;A1;phrase;natural world;Details
wind;shamol;;A1;noun;natural world;Details
winter;;;A1;noun;natural world;Details
town;;PLACE;A1;noun;natural world;Details
summer;;;A1;noun;natural world;Details
weather;;WIND, RAIN, ETC.;A1;noun;natural world;Details
water;;LIQUID;A1;noun;natural world;Details
snow;;;A1;noun;natural world;Details
rain;;;A1;noun;natural world;Details
village;;;A1;noun;natural world;Details
tree;;;A1;noun;natural world;Details
river;;;A1;noun;natural world;Details
plant;;;A1;noun;natural world;Details
place;;SOMEWHERE;A1;noun;natural world;Details
park;;;A1;noun;natural world;Details
flower;;;A1;noun;natural world;Details
sun;;;A1;noun;natural world;Details
beach;;;A1;noun;natural world;Details
warm;;TEMPERATURE;A1;adjective;natural world;Details
world;;THE EARTH;A1;noun;natural world;Details
area;;REGION;A2;noun;natural world;Details
field;;LAND;A2;noun;natural world;Details
hill;;;A2;noun;natural world;Details
island;;;A2;noun;natural world;Details
lake;;;A2;noun;natural world;Details
mountain;;;A2;noun;natural world;Details
storm;;;A2;noun;natural world;Details
thunderstorm;;;A2;noun;natural world;Details
view;;THINGS YOU SEE;A2;noun;natural world;Details
air;;GAS;A2;noun;natural world;Details
geography;;;A2;noun;natural world;Details
gold;;;A2;noun;natural world;Details
ice;;;A2;noun;natural world;Details
nature;;LIFE;A2;noun;natural world;Details
silver;;;A2;noun;natural world;Details
sky;;;A2;noun;natural world;Details
cloud;;WATER;A2;noun;natural world;Details
desert;;;A2;noun;natural world;Details
fall;;TIME OF YEAR;A2;noun;natural world;Details
fog;;;A2;noun;natural world;Details
forest;;;A2;noun;natural world;Details
sea;;;A2;noun;natural world;Details
spring;;SEASON;A2;noun;natural world;Details
woods;;GROUP OF TREES;A2;noun;natural world;Details
ocean;;;A2;noun;natural world;Details
grow;;PLANT;A2;verb;natural world;Details
golden;;METAL;A2;adjective;natural world;Details
cloudy;;;A2;adjective;natural world;Details
foggy;;;A2;adjective;natural world;Details
sunny;;;A2;adjective;natural world;Details
windy;;;A2;adjective;natural world;Details
wet;;WEATHER;A2;adjective;natural world;Details
the country;;;A2;phrase;natural world;Details
the moon;;;A2;phrase;natural world;Details
bath;vanna;;A1;noun;people: actions;Details
kick;tepmoq;HIT;A1;verb;people: actions;Details
carry;olib yurmoq;HOLD;A1;verb;people: actions;Details
wash up;idish yuvmoq;;A1;phrasal verb;people: actions;Details
do the cleaning/cooking, etc.;tozalash/ovqat pishirish va h.k. qilmoq;;A1;phrase;people: actions;Details
wake (sb) up or wake up (sb);(kimnidir) uyg'otmoq;;A1;phrasal verb;people: actions;Details
get (sb) up;(kimnidir) turgazmoq;;A1;phrasal verb;people: actions;Details
put sth down/in/on, etc.;biror narsani pastga/ichiga/ustiga va h.k. qo'ymoq;;A1;phrase;people: actions;Details
walk;yurmoq;;A1;verb;people: actions;Details
meet;uchrashmoq;COME TOGETHER;A1;verb;people: actions;Details
wash;yuvmoq;CLEAN THING;A1;verb;people: actions;Details
shower;dush;WASH;A1;noun;people: actions;Details
visit;;SEE A PERSON;A1;verb;people: actions;Details
stop;;FINISH;A1;verb;people: actions;Details
start;;BEGIN;A1;verb;people: actions;Details
smoke;;;A1;verb;people: actions;Details
see;;USE EYES;A1;verb;people: actions;Details
run;;MOVE FAST;A1;verb;people: actions;Details
help;;DO PART OF WORK;A1;verb;people: actions;Details
hear;;RECEIVE SOUND;A1;verb;people: actions;Details
finish;;COMPLETE;A1;verb;people: actions;Details
choose;;;A1;verb;people: actions;Details
change;;START SOMETHING NEW;A1;verb;people: actions;Details
catch;;TAKE HOLD;A1;verb;people: actions;Details
take;;GO WITH SOMEONE;A1;verb;people: actions;Details
use;;PURPOSE;A1;verb;people: actions;Details
smoking;;;A1;noun;people: actions;Details
show;;MAKE SEEN;A1;verb;people: actions;Details
make;;PRODUCE;A1;verb;people: actions;Details
give;;PROVIDE;A1;verb;people: actions;Details
find;;DISCOVER WHEN SEARCHING;A1;verb;people: actions;Details
do;;ACTION;A1;verb;people: actions;Details
wait;;STAY;A1;verb;people: actions;Details
look;;SEARCH;A1;verb;people: actions;Details
listen;;HEAR;A1;verb;people: actions;Details
come;;GO WITH SOMEONE;A1;verb;people: actions;Details
can;;ABILITY;A1;modal verb;people: actions;Details
go out;;LEAVE;A1;phrasal verb;people: actions;Details
take a picture/photo(graph);;;A1;phrase;people: actions;Details
walking;;;A2;noun;people: actions;Details
kiss;;;A2;noun;people: actions;Details
hiking;;;A2;noun;people: actions;Details
jump;;INTO AIR;A2;verb;people: actions;Details
laugh;;;A2;verb;people: actions;Details
lie;;BODY;A2;verb;people: actions;Details
point;;SHOW;A2;verb;people: actions;Details
stand;;RISE;A2;verb;people: actions;Details
add;;PUT WITH;A2;verb;people: actions;Details
bring;;TAKE WITH YOU;A2;verb;people: actions;Details
brush;;CLEAN/ARRANGE;A2;verb;people: actions;Details
collect;;KEEP;A2;verb;people: actions;Details
complete;;MAKE WHOLE;A2;verb;people: actions;Details
copy;;PRODUCE;A2;verb;people: actions;Details
cover;;PUT;A2;verb;people: actions;Details
hit;;WITH HAND/OBJECT;A2;verb;people: actions;Details
hold;;IN HAND;A2;verb;people: actions;Details
join;;DO TOGETHER;A2;verb;people: actions;Details
lend;;GIVE;A2;verb;people: actions;Details
lose;;NOT FIND;A2;verb;people: actions;Details
repair;;FIX;A2;verb;people: actions;Details
return;;PUT BACK;A2;verb;people: actions;Details
spend;;TIME;A2;verb;people: actions;Details
climb;;PERSON;A2;verb;people: actions;Details
cut;;USE KNIFE;A2;verb;people: actions;Details
decide;;CHOOSE;A2;verb;people: actions;Details
delay;;MAKE HAPPEN LATER;A2;verb;people: actions;Details
fill;;MAKE FULL;A2;verb;people: actions;Details
follow;;GO;A2;verb;people: actions;Details
hurry;;;A2;verb;people: actions;Details
improve;;;A2;verb;people: actions;Details
mix;;COMBINE SUBSTANCES;A2;verb;people: actions;Details
move;;CHANGE POSITION;A2;verb;people: actions;Details
prepare;;GET READY;A2;verb;people: actions;Details
pull;;MOVE TOWARD YOU;A2;verb;people: actions;Details
push;;MOVE SOMEONE/SOMETHING;A2;verb;people: actions;Details
share;;HAVE AT SAME TIME;A2;verb;people: actions;Details
shut;;CLOSE;A2;verb;people: actions;Details
throw;;IN AIR;A2;verb;people: actions;Details
try;;ATTEMPT;A2;verb;people: actions;Details
turn;;CHANGE DIRECTION;A2;verb;people: actions;Details
give a party;;;A2;phrase;people: actions;Details
have a talk/meeting/appointment, etc.;;;A2;phrase;people: actions;Details
make sure;;;A2;phrase;people: actions;Details
bring back sth or bring sth back;;;A2;phrasal verb;people: actions;Details
come back;;;A2;phrasal verb;people: actions;Details
come in;;ENTER;A2;phrasal verb;people: actions;Details
find out (sth) or find (sth) out;;;A2;phrasal verb;people: actions;Details
give back sth or give sth back;;;A2;phrasal verb;people: actions;Details
go in;;;A2;phrasal verb;people: actions;Details
lie down;;;A2;phrasal verb;people: actions;Details
pick up sb/sth or pick sb/sth up;;LIFT;A2;phrasal verb;people: actions;Details
put on sth or put sth on;;MAKEUP;A2;phrasal verb;people: actions;Details
go running/swimming, etc.;;;A2;phrase;people: actions;Details
keep sth in/on, etc.;;;A2;phrase;people: actions;Details
make sure (that);;;A2;phrase;people: actions;Details
adult;katta odam;;A1;noun;people: appearance;Details
slim;ozg'in;THIN;A1;adjective;people: appearance;Details
fat;semiz;;A1;adjective;people: appearance;Details
be ... years old;... yoshda bo'lmoq;;A1;phrase;people: appearance;Details
young;;;A1;adjective;people: appearance;Details
small;;YOUNG;A1;adjective;people: appearance;Details
old;;AGE;A1;adjective;people: appearance;Details
little;;YOUNG;A1;adjective;people: appearance;Details
beautiful;;ATTRACTIVE;A1;adjective;people: appearance;Details
hair;;ON HEAD;A1;noun;people: appearance;Details
woman;;;A1;noun;people: appearance;Details
man;;MALE;A1;noun;people: appearance;Details
girl;;;A1;noun;people: appearance;Details
boy;;;A1;noun;people: appearance;Details
beard;;;A1;noun;people: appearance;Details
baby;;CHILD;A1;noun;people: appearance;Details
guy;;;A2;noun;people: appearance;Details
kid;;;A2;noun;people: appearance;Details
teenager;;;A2;noun;people: appearance;Details
comb;;;A2;noun;people: appearance;Details
makeup;;;A2;noun;people: appearance;Details
perfume;;;A2;noun;people: appearance;Details
shampoo;;;A2;noun;people: appearance;Details
good-looking;;;A2;adjective;people: appearance;Details
attractive;;BEAUTIFUL;A2;adjective;people: appearance;Details
aged;;;A2;adjective;people: appearance;Details
blond;;;A2;adjective;people: appearance;Details
fair;;HAIR/SKIN;A2;adjective;people: appearance;Details
pretty;;WOMAN;A2;adjective;people: appearance;Details
strong;;PHYSICALLY POWERFUL;A2;adjective;people: appearance;Details
funny;kulgili;MAKING YOU LAUGH;A1;adjective;people: personality;Details
exciting;hayajonli;;A1;adjective;people: personality;Details
excited;hayajonga tushgan;;A1;adjective;people: personality;Details
fun;qiziqarli;PLEASURE;A1;noun;people: personality;Details
enjoy;zavqlanmoq;PLEASURE;A1;verb;people: personality;Details
famous;;;A1;adjective;people: personality;Details
interesting;;;A1;adjective;people: personality;Details
boring;;;A1;adjective;people: personality;Details
tired;;WANTING REST;A1;adjective;people: personality;Details
think;;OPINION;A1;verb;people: personality;Details
want;;;A1;verb;people: personality;Details
like;;ENJOY;A1;verb;people: personality;Details
sad;;;A1;adjective;people: personality;Details
happy;;PLEASED;A1;adjective;people: personality;Details
favorite;;;A1;adjective;people: personality;Details
beginner;;;A2;noun;people: personality;Details
soul;;MUSIC;A2;noun;people: personality;Details
cry;;PRODUCE TEARS;A2;verb;people: personality;Details
worry;;FEEL ANXIOUS;A2;verb;people: personality;Details
believe;;??????;A2;verb;people: personality;Details
bother;;ANNOY;A2;verb;people: personality;Details
hate;;;A2;verb;people: personality;Details
prefer;;CHOOSE;A2;verb;people: personality;Details
hope;;WANT TO HAPPEN;A2;verb;people: personality;Details
mad;;ANGRY;A2;adjective;people: personality;Details
unhappy;;SAD;A2;adjective;people: personality;Details
interested;;;A2;adjective;people: personality;Details
pleased;;HAPPY;A2;adjective;people: personality;Details
surprised;;;A2;adjective;people: personality;Details
worried;;;A2;adjective;people: personality;Details
careful;;;A2;adjective;people: personality;Details
dangerous;;;A2;adjective;people: personality;Details
lazy;;PERSON;A2;adjective;people: personality;Details
afraid;;FEAR;A2;adjective;people: personality;Details
angry;;;A2;adjective;people: personality;Details
crazy;;STUPID;A2;adjective;people: personality;Details
glad;;HAPPY;A2;adjective;people: personality;Details
polite;;;A2;adjective;people: personality;Details
upset;;;A2;adjective;people: personality;Details
well-known;;;A2;adjective;people: personality;Details
can't wait;;;A2;phrase;people: personality;Details
enjoy yourself;;;A2;phrase;people: personality;Details
grow up;;;A2;phrasal verb;people: personality;Details
a shame;;;A2;phrase;people: personality;Details
capital;;;A2;noun;politics;Details
king;;RULER;A2;noun;politics;Details
president;;;A2;noun;politics;Details
national;;;A2;adjective;politics;Details
together;birga;WITH EACH OTHER;A1;adverb;relationships;Details
party;ziyofat;EVENT;A1;noun;relationships;Details
family;;RELATED PEOPLE;A1;noun;relationships;Details
wife;;;A1;noun;relationships;Details
son;;;A1;noun;relationships;Details
sister;;;A1;noun;relationships;Details
parent;;;A1;noun;relationships;Details
mother;;;A1;noun;relationships;Details
mom;;;A1;noun;relationships;Details
friend;;PERSON YOU LIKE;A1;noun;relationships;Details
husband;;;A1;noun;relationships;Details
father;;;A1;noun;relationships;Details
daughter;;;A1;noun;relationships;Details
brother;;;A1;noun;relationships;Details
birthday;;;A1;noun;relationships;Details
dad;;;A1;noun;relationships;Details
granddad;;;A2;noun;relationships;Details
grandma;;;A2;noun;relationships;Details
grandpa;;;A2;noun;relationships;Details
granny;;;A2;noun;relationships;Details
aunt;;;A2;noun;relationships;Details
boyfriend;;;A2;noun;relationships;Details
cousin;;;A2;noun;relationships;Details
girlfriend;;PARTNER;A2;noun;relationships;Details
grandchild;;;A2;noun;relationships;Details
granddaughter;;;A2;noun;relationships;Details
grandfather;;;A2;noun;relationships;Details
grandmother;;;A2;noun;relationships;Details
grandparent;;;A2;noun;relationships;Details
grandson;;;A2;noun;relationships;Details
guest;;VISITOR;A2;noun;relationships;Details
member;;;A2;noun;relationships;Details
neighbor;;LIVING NEAR;A2;noun;relationships;Details
roommate;;;A2;noun;relationships;Details
uncle;;;A2;noun;relationships;Details
married;;WITH WIFE/HUSBAND;A2;adjective;relationships;Details
your big brother/sister;;;A2;phrase;relationships;Details
get along;;;A2;phrasal verb;relationships;Details
be crazy about sb/sth;;;A2;phrase;relationships;Details
old friend;;;A2;phrase;relationships;Details
bat;ko'rshapalak;STICK;A1;noun;shopping;Details
baseball;beysbol;;A1;noun;shopping;Details
doll;qo'g'irchoq;;A1;noun;shopping;Details
business;;SELLING;A1;noun;shopping;Details
sport;;GAME;A1;noun;shopping;Details
game;;ACTIVITY/SPORT;A1;noun;shopping;Details
football;;BALL;A1;noun;shopping;Details
